First Name,Last Name,Gender,Date of Birth,Age,Country,Jurisdiction,Political_Group,_26_March_2019_Final_Vote,26 March 2019 Procedural Vote,Pledge 2019,Sept 18 Vote DELETE,Sept 18 Vote IMCO,Sept 18 Vote VOSS,Sept 18 Vote REPORT,June 18 Vote Negotiations,National_Political_Group,National Political Group (Short),Email,Twitter,Wikidata code,EP Webpage,,,,,,,
Silvia,Costa,male,12/06/1949,69,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,silvia.costa@europarl.europa.eu,silviacostaeu,Q776886,http://www.europarl.europa.eu/meps/en/96917/_home.html,,,,,,,
Andrea,Cozzolino,male,03/08/1962,56,Italy,Meridionale,S&D,FOR,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Partito Democratico,PD,andrea.cozzolino@europarl.europa.eu,cozzolino62,Q493714,http://www.europarl.europa.eu/meps/en/96880/_home.html,,,,,,,
Rosa,d'Amato,female,30/03/1969,49,Italy,Meridionale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,rosa.damato@europarl.europa.eu,,Q17266637,http://www.europarl.europa.eu/meps/en/124835/_home.html,,,,,,,
Nicola,Danti,female,06/09/1966,52,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,nicola.danti@europarl.europa.eu,dantinicola,Q17152415,http://www.europarl.europa.eu/meps/en/124821/_home.html,,,,,,,
Paolo,De Castro,male,02/02/1958,61,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,paolo.decastro@europarl.europa.eu,paolodecastro,Q730921,http://www.europarl.europa.eu/meps/en/96891/_home.html,,,,,,,
Isabella,De Monte,male,23/06/1971,47,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,isabella.demonte@europarl.europa.eu,isabellademonte,Q16039218,http://www.europarl.europa.eu/meps/en/124803/_home.html,,,,,,,
Herbert,Dorfmann,female,04/03/1969,50,Italy,Nord-Orientale,EPP,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Südtiroler Volkspartei,SVP,herbert.dorfmann@europarl.europa.eu,herbertdorfmann,Q1285166,http://www.europarl.europa.eu/meps/en/96787/_home.html,,,,,,,
Eleonora,Evi,female,20/11/1983,35,Italy,Nord-Occidentale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,eleonora.evi@europarl.europa.eu,,Q17266677,http://www.europarl.europa.eu/meps/en/124779/_home.html,,,,,,,
Giuseppe,Ferrandino,male,21/03/1963,56,Italy,Meridionale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,giuseppe.ferrandino@ep.europa.eu,,Q51952680,http://www.europarl.europa.eu/meps/en/192634/_home.html,,,,,,,
Laura,Ferrara,male,11/09/1983,35,Italy,Meridionale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,laura.ferrara@europarl.europa.eu,lferraram5s,Q17152507,http://www.europarl.europa.eu/meps/en/124833/_home.html,,,,,,,
Raffaele,Fitto,male,28/08/1969,49,Italy,Meridionale,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Conservatori e Riformisti,CoR,raffaele.fitto@europarl.europa.eu,raffaelefitto,Q1060314,http://www.europarl.europa.eu/meps/en/4465/_home.html,,,,,,,
Eleonora,Forenza,female,10/11/1976,42,Italy,Meridionale,GUE-NGL,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Lista Tsipras-L'Altra Europa,L’Altra Europa con Tsipras,eleonora.forenza@europarl.europa.eu,eleonoraforenza,Q17024703,http://www.europarl.europa.eu/meps/en/125193/_home.html,,,,,,,
Elisabetta,Gardini,male,03/06/1956,62,Italy,Nord-Orientale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,elisabetta.gardini@europarl.europa.eu,egardini,Q3723227,http://www.europarl.europa.eu/meps/en/58758/_home.html,,,,,,,
Enrico,Gasbarra,male,12/08/1962,56,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,enrico.gasbarra@europarl.europa.eu,enricogasbarra,Q3725786,http://www.europarl.europa.eu/meps/en/124817/_home.html,,,,,,,
Elena,Gentile,male,02/11/1953,65,Italy,Meridionale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,elena.gentile@europarl.europa.eu,elena_gentile,Q17152573,http://www.europarl.europa.eu/meps/en/124847/_home.html,,,,,,,
Michela,Giuffrida,male,12/01/1964,55,Italy,Insulare,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Partito Democratico,PD,michela.giuffrida@europarl.europa.eu,m_giuffrida,Q17140478,http://www.europarl.europa.eu/meps/en/124864/_home.html,,,,,,,
Roberto,Gualtieri,female,19/07/1966,52,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,roberto.gualtieri@europarl.europa.eu,gualtierieurope,Q948169,http://www.europarl.europa.eu/meps/en/96892/_home.html,,,,,,,
Cécile Kashetu,Kyenge,male,28/08/1964,54,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Partito Democratico,PD,kashetu.kyenge@europarl.europa.eu,ckyenge,Q8277714,http://www.europarl.europa.eu/meps/en/124801/_home.html,,,,,,,
Giovanni,La Via,female,28/06/1963,55,Italy,Insulare,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Alternativa Popolare,AP,giovanni.lavia@europarl.europa.eu,giovannilavia,Q3767545,http://www.europarl.europa.eu/meps/en/96816/_home.html,,,,,,,
Danilo Oscar,Lancini,male,15/10/1965,53,Italy,Nord-Occidentale,ENF,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Lega Nord,LN,danilo.lancini@ep.europe.eu,,Q51954730,http://www.europarl.europa.eu/meps/en/192635/_home.html,,,,,,,
Innocenzo,Leontini,female,25/05/1959,59,Italy,Insulare,ECR,FOR,AGAINST,-,AGAINST,AGAINST,NOT PRESENT,NOT PRESENT,NOT PRESENT,Forza Italia,FI,innocenzo.leontini@europarl.europa.eu,ileontini,Q3798977,http://www.europarl.europa.eu/meps/en/72754/_home.html,,,,,,,
Curzio,Maltese,male,30/03/1959,59,Italy,Nord-Occidentale,GUE-NGL,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Lista Tsipras-L'Altra Europa,L’Altra Europa con Tsipras,curzio.maltese@europarl.europa.eu,curziomaltesetw,Q682600,http://www.europarl.europa.eu/meps/en/125192/_home.html,,,,,,,
Fulvio,Martusciello,male,25/05/1968,50,Italy,Meridionale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,fulvio.martusciello@europarl.europa.eu,fulviomartuscie,Q17266672,http://www.europarl.europa.eu/meps/en/124828/_home.html,,,,,,,
Barbara,Matera,female,09/12/1981,37,Italy,Meridionale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,barbara.matera@europarl.europa.eu,barbaramateraue,Q453848,http://www.europarl.europa.eu/meps/en/96813/_home.html,,,,,,,
Stefano,Maullu,male,15/03/1962,57,Italy,Nord-Occidentale,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,stefano.maullu@europarl.europa.eu,stefanomaullu,Q20668367,http://www.europarl.europa.eu/meps/en/133326/_home.html,,,,,,,
Giulia,Moi,female,24/05/1971,47,Italy,Insulare,EFDD,ABSTAINED,ABSTAINED,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Movimento 5 Stelle,M5S,giulia.moi@europarl.europa.eu,,Q17147314,http://www.europarl.europa.eu/meps/en/124859/_home.html,,,,,,,
Luigi,Morgano,male,15/03/1951,68,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,luigi.morgano@europarl.europa.eu,,Q17266628,http://www.europarl.europa.eu/meps/en/124788/_home.html,,,,,,,
Alessia Maria,Mosca,female,23/05/1975,43,Italy,Nord-Occidentale,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partito Democratico,PD,alessia.mosca@europarl.europa.eu,alessiamosca,Q3610441,http://www.europarl.europa.eu/meps/en/124868/_home.html,,,,,,,
Alessandra,Mussolini,male,30/12/1962,56,Italy,Centrale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Forza Italia,FI,alessandra.mussolini@europarl.europa.eu,ale_mussolini_,Q285543,http://www.europarl.europa.eu/meps/en/28429/_home.html,,,,,,,
Pier Antonio,Panzeri,female,06/06/1955,63,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Articolo UNO – Movimento Democratico e Progressista,Articolo UNO - MDP,pierantonio.panzeri@europarl.europa.eu,antoniopanzeri,Q1055562,http://www.europarl.europa.eu/meps/en/28365/_home.html,,,,,,,
Massimo,Paolucci,female,13/12/1959,59,Italy,Meridionale,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Articolo UNO – Movimento Democratico e Progressista,Articolo UNO - MDP,massimo.paolucci@europarl.europa.eu,massimopaolucc6,Q15162091,http://www.europarl.europa.eu/meps/en/124849/_home.html,,,,,,,
Aldo,Patriciello,male,27/09/1957,61,Italy,Meridionale,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Forza Italia,FI,aldo.patriciello@europarl.europa.eu,patricielloaldo,Q1077655,http://www.europarl.europa.eu/meps/en/36392/_home.html,,,,,,,
Piernicola,Pedicini,female,25/05/1969,49,Italy,Meridionale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,piernicola.pedicini@europarl.europa.eu,pedicinim5s,Q17266674,http://www.europarl.europa.eu/meps/en/124844/_home.html,,,,,,,
Pina,Picierno,female,10/05/1981,37,Italy,Meridionale,S&D,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partito Democratico,PD,giuseppina.picierno@europarl.europa.eu,pinapic,Q3905080,http://www.europarl.europa.eu/meps/en/124846/_home.html,,,,,,,
Massimiliano,Salini,male,11/03/1973,46,Italy,Nord-Occidentale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,massimiliano.salini@europarl.europa.eu,maxsalini,Q3851074,http://www.europarl.europa.eu/meps/en/125670/_home.html,,,,,,,
David-Maria,Sassoli,female,30/05/1956,62,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,david.sassoli@europarl.europa.eu,davidsassoli,Q2391857,http://www.europarl.europa.eu/meps/en/96864/_home.html,,,,,,,
Elly,Schlein,male,04/05/1985,33,Italy,Nord-Orientale,S&D,AGAINST,FOR,-,ABSTAINED,FOR,ABSTAINED,ABSTAINED,AGAINST,Independent,Independent,elly.schlein@europarl.europa.eu,ellyesse,Q16975892,http://www.europarl.europa.eu/meps/en/124804/_home.html,,,,,,,
Giancarlo,Scottà,male,11/04/1953,65,Italy,Nord-Orientale,ENF,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Lega Nord,LN,giancarlo.scotta@ep.europa.eu,,Q5558074,http://www.europarl.europa.eu/meps/en/96996/_home.html,,,,,,,
Remo,Sernagiotto,male,01/09/1955,63,Italy,Nord-Orientale,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservatori e Riformisti,CoR,remo.sernagiotto@europarl.europa.eu,sernagiottoremo,Q7312043,http://www.europarl.europa.eu/meps/en/124794/_home.html,,,,,,,
Renato,Soru,male,26/08/1957,61,Italy,Insulare,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partito Democratico,PD,renato.soru@europarl.europa.eu,renatosoru,Q167404,http://www.europarl.europa.eu/meps/en/124860/_home.html,,,,,,,
Barbara,Spinelli,male,31/05/1946,72,Italy,Centrale,GUE-NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,barbara.spinelli@europarl.europa.eu,,Q3634690,http://www.europarl.europa.eu/meps/en/124810/_home.html,,,,,,,
Antonio,Tajani,female,04/08/1953,65,Italy,Centrale,EPP,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Forza Italia,FI,antonio.tajani@europarl.europa.eu,antonio_tajani,Q440710,http://www.europarl.europa.eu/meps/en/2187/_home.html,,,,,,,
Dario,Tamburrano,male,27/08/1969,49,Italy,Centrale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,dario.tamburrano@europarl.europa.eu,,Q17266680,http://www.europarl.europa.eu/meps/en/124813/_home.html,,,,,,,
Patrizia,Toia,female,17/03/1950,69,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,patrizia.toia@europarl.europa.eu,toiapatrizia,Q446679,http://www.europarl.europa.eu/meps/en/28340/_home.html,,,,,,,
Marco,Valli,male,29/06/1985,33,Italy,Nord-Occidentale,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,marco.valli@europarl.europa.eu,,Q17266679,http://www.europarl.europa.eu/meps/en/124778/_home.html,,,,,,,
Daniele,Viotti,female,29/06/1985,33,Italy,Nord-Occidentale,S&D,AGAINST,FOR,YES,AGAINST,ABSTAINED,AGAINST,AGAINST,AGAINST,Partito Democratico,PD,daniele.viotti@europarl.europa.eu,danieleviotti,Q17266679,http://www.europarl.europa.eu/meps/en/124791/_home.html,,,,,,,
Marco,Zanni,female,11/07/1986,32,Italy,Nord-Occidentale,ENF,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Independent,Independent,marco.zanni@europarl.europa.eu,marcozanni86,Q17266678,http://www.europarl.europa.eu/meps/en/124780/_home.html,,,,,,,
Flavio,Zanonato,male,24/07/1950,68,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Articolo UNO – Movimento Democratico e Progressista,Articolo UNO - MDP,fausto.galanti@yahoo.it,flaviozanonato,Q3746528,http://www.europarl.europa.eu/meps/en/124800/_home.html,,,,,,,
Damiano,Zoffoli,male,17/07/1960,58,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,damiano.zoffoli@europarl.europa.eu,,Q19395826,http://www.europarl.europa.eu/meps/en/131051/_home.html,,,,,,,
Marco,Zullo,male,29/10/1978,40,Italy,Nord-Orientale,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,marco.zullo@europarl.europa.eu,,Q17305108,http://www.europarl.europa.eu/meps/en/125237/_home.html,,,,,,,
Iveta,Grigule-Pēterse,male,30/09/1964,54,Latvia,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Zaļo un Zemnieku savienība,ZZS,iveta.grigule@europarl.europa.eu,ivetagrigule,Q11714349,http://www.europarl.europa.eu/meps/en/124745/_home.html,,,,,,,
Sandra,Kalniete,female,22/12/1952,66,Latvia,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partija VIENOTĪBA,VIENOTĪBA,sandra.kalniete@europarl.europa.eu,kalniete,Q236968,http://www.europarl.europa.eu/meps/en/96934/_home.html,,,,,,,
Aleksejs,Loskutovs,male,22/08/1962,56,Latvia,-,EPP,FOR - CORRECTED,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partija VIENOTĪBA,VIENOTĪBA,aleksejs.loskutovs@europarl.europa.eu,loskutovs,Q4267253,http://www.europarl.europa.eu/meps/en/196042/_home.html,,,,,,,
Andrejs,Mamikins,male,11/03/1976,43,Latvia,-,S&D,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Saskaņa - Sociāldemokrātiskā partija,SPDS,andrejs.mamikins@europarl.europa.eu,andrejsmamikins,Q15846338,http://www.europarl.europa.eu/meps/en/124746/_home.html,,,,,,,
Miroslavs,Mitrofanovs,female,18/12/1966,52,Latvia,-,Greens-EFA,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Latvijas Krievu savienība,LKS,miroslavs.mitrofanovs@ep.europa.eu,,Q1971334,http://www.europarl.europa.eu/meps/en/191695/_home.html,,,,,,,
Kārlis,Šadurskis ,male,11/10/1959,59,Latvia,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partija VIENOTĪBA,VIENOTĪBA,karlis.sadurskis@europarl.europa.eu,sadurskis,Q11213537,http://www.europarl.europa.eu/meps/en/111033/_home.html,,,,,,,
Inese,Vaidere,male,03/09/1952,66,Latvia,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partija VIENOTĪBA,VIENOTĪBA,inese.vaidere@europarl.europa.eu,inesevaidere,Q2662771,http://www.europarl.europa.eu/meps/en/28617/_home.html,,,,,,,
Roberts,Zīle,male,20/06/1958,60,Latvia,-,ECR,FOR,AGAINST,-,AGAINST,FOR,FOR,FOR,FOR,Nacionālā apvienība Visu Latvijai! - Tēvzemei un Brīvībai/LNNK,NA,roberts.zile@europarl.europa.eu,robertszile,Q969701,http://www.europarl.europa.eu/meps/en/28615/_home.html,,,,,,,
Laima Liucija,Andrikienė,female,01/01/1958,61,Lithuania,-,EPP,FOR,ABSTAINED,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Tėvynės sąjunga-Lietuvos krikščionys demokratai,TS-LKD,laimaliucija.andrikiene@europarl.europa.eu,andrikiene,Q435717,http://www.europarl.europa.eu/meps/en/28276/_home.html,,,,,,,
Petras,Auštrevičius,male,16/05/1963,55,Lithuania,-,ALDE,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Lietuvos Respublikos Liberalų Sąjūdis,LRLS,petras.austrevicius@europarl.europa.eu,petras_petras,Q2080450,http://www.europarl.europa.eu/meps/en/124766/_home.html,,,,,,,
Zigmantas,Balčytis,male,16/11/1953,65,Lithuania,-,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Lietuvos socialdemokratų partija,LSDP,zigmantas.balcytis@europarl.europa.eu,balcytis,Q117150,http://www.europarl.europa.eu/meps/en/96680/_home.html,,,,,,,
Vilija,Blinkevičiūtė,female,03/03/1960,59,Lithuania,-,S&D,FOR,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Lietuvos socialdemokratų partija,LSDP,vilija.blinkeviciute@europarl.europa.eu,,Q435394,http://www.europarl.europa.eu/meps/en/96681/_home.html,,,,,,,
Antanas,Guoga,male,17/12/1973,45,Lithuania,-,EPP,AGAINST - CORRECTED,FOR - CORRECTED,-,AGAINST,FOR,AGAINST,AGAINST,NOT PRESENT,Independent,Independent,antanas.guoga@europarl.europa.eu,tonyguoga,Q1509932,http://www.europarl.europa.eu/meps/en/124763/_home.html,,,,,,,
Valentinas,Mazuronis,male,18/11/1953,65,Lithuania,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Darbo partija,DP,valentinas.mazuronis@europarl.europa.eu,valentinasmazu1,Q557932,http://www.europarl.europa.eu/meps/en/124768/_home.html,,,,,,,
Rolandas,Paksas,male,10/06/1956,62,Lithuania,-,EFDD,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partija Tvarka ir teisingumas,PTT,rolandas.paksas@europarl.europa.eu,,Q296956,http://www.europarl.europa.eu/meps/en/96694/_home.html,,,,,,,
Bronis,Ropė,male,14/04/1955,63,Lithuania,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Lietuvos valstiečių ir žaliųjų sąjunga,LVŽS,bronis.rope@europarl.europa.eu,,Q501991,http://www.europarl.europa.eu/meps/en/125214/_home.html,,,,,,,
Algirdas,Saudargas,male,17/04/1948,70,Lithuania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Tėvynės sąjunga-Lietuvos krikščionys demokratai,TS-LKD,algirdas.saudargas@europarl.europa.eu,saudargasa,Q556409,http://www.europarl.europa.eu/meps/en/96696/_home.html,,,,,,,
Valdemar,Tomaševski,male,03/03/1965,54,Lithuania,-,ECR,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,LLRA-KŠS,valdemar.tomasevski@europarl.europa.eu,,Q1502078,http://www.europarl.europa.eu/meps/en/96697/_home.html,,,,,,,
Viktor,Uspaskich,female,24/07/1959,59,Lithuania,-,ALDE,FOR,ABSTAINED,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Darbo partija,DP,viktor.uspaskich@europarl.europa.eu,viktoruspaskich,Q1361333,http://www.europarl.europa.eu/meps/en/96698/_home.html,,,,,,,
Georges,Bach,female,12/06/1955,63,Luxembourg,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti chrétien social luxembourgeois,CSV/PCS,georges.bach@europarl.europa.eu,,Q981276,http://www.europarl.europa.eu/meps/en/97293/_home.html,,,,,,,
Mady,Delvaux,male,11/10/1950,68,Luxembourg,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Parti ouvrier socialiste luxembourgeois,LSAP/POSL,mady.delvaux-stehres@europarl.europa.eu,mady_delvaux,Q436989,http://www.europarl.europa.eu/meps/en/124776/_home.html,,,,,,,
Frank,Engel,male,10/05/1975,43,Luxembourg,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti chrétien social luxembourgeois,CSV/PCS,frank.engel@europarl.europa.eu,,Q470838,http://www.europarl.europa.eu/meps/en/96876/_home.html,,,,,,,
Charles,Goerens,male,06/02/1952,67,Luxembourg,-,ALDE,AGAINST,FOR,-,AGAINST,AGAINST,AGAINST,FOR,FOR,Parti démocratique,DP,charles.goerens@europarl.europa.eu,charlesgoerens,Q286466,http://www.europarl.europa.eu/meps/en/840/_home.html,,,,,,,
Christophe,Hansen,male,21/02/1982,37,Luxembourg,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Parti chrétien social luxembourgeois,CSV/PCS,christophe.hansen@europarl.europe.eu,chanseneu,Q56460787,http://www.europarl.europa.eu/meps/en/193419/_home.html,,,,,,,
Tilly,Metz,female,26/05/1967,51,Luxembourg,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Déi Gréng - Les Verts,Déi Gréng - Les Verts,tilly.metz@ep.europa.eu,,Q13105242,http://www.europarl.europa.eu/meps/en/193292/_home.html,,,,,,,
David,Casa,male,16/11/1968,50,Malta,-,EPP,AGAINST,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partit Nazzjonalista,PN,david.casa@europarl.europa.eu,davidcasamep,Q578504,http://www.europarl.europa.eu/meps/en/28122/_home.html,,,,,,,
Miriam,Dalli,female,19/05/1976,42,Malta,-,S&D,FOR,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Partit Laburista,PL,miriam.dalli@europarl.europa.eu,miriamdalli,Q17315715,http://www.europarl.europa.eu/meps/en/124970/_home.html,,,,,,,
Roberta,Metsola,male,18/01/1979,40,Malta,-,EPP,AGAINST,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partit Nazzjonalista,PN,roberta.metsola@europarl.europa.eu,robertametsola,Q7351526,http://www.europarl.europa.eu/meps/en/118859/_home.html,,,,,,,
Marlene,Mizzi,male,24/12/1954,64,Malta,-,S&D,FOR,FOR - CORRECTED,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Partit Laburista,PL,marlene.mizzi@europarl.europa.eu,marlenemizzi,Q15207915,http://www.europarl.europa.eu/meps/en/118858/_home.html,,,,,,,
Alfred,Sant,female,28/02/1948,71,Malta,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partit Laburista,PL,alfred.sant@europarl.europa.eu,santalfred,Q559545,http://www.europarl.europa.eu/meps/en/124781/_home.html,,,,,,,
Francis,Zammit Dimech,male,23/10/1954,64,Malta,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partit Nazzjonalista,PN,francis.zammitdimech@europarl.europa.eu,franciszd,Q16545829,http://www.europarl.europa.eu/meps/en/188906/_home.html,,,,,,,
Bas,Belder,male,25/10/1946,72,Netherlands,-,ECR,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Staatkundig Gereformeerde Partij,SGP,bastiaan.belder@europarl.europa.eu,basbeldermep,Q810605,http://www.europarl.europa.eu/meps/en/4507/_home.html,,,,,,,
Marcel,de Graaff,male,07/04/1962,56,Netherlands,-,ENF,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Partij voor de Vrijheid,PVV,marcel.degraaff@europarl.europa.eu,mjrldegraaff,Q2003427,http://www.europarl.europa.eu/meps/en/125025/_home.html,,,,,,,
Dennis,de Jong,male,22/05/1955,63,Netherlands,-,GUE-NGL,ABSTAINED,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Socialistische Partij,SP,dennis.dejong@europarl.europa.eu,ddjong,Q952646,http://www.europarl.europa.eu/meps/en/96748/_home.html,,,,,,,
Esther,de Lange,male,19/02/1975,44,Netherlands,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christen Democratisch Appèl,CDA,esther.delange@europarl.europa.eu,esther_de_lange,Q439039,http://www.europarl.europa.eu/meps/en/38398/_home.html,,,,,,,
Bas,Eickhout,male,08/10/1976,42,Netherlands,-,Greens-EFA,AGAINST,FOR,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,GroenLinks,GL,bas.eickhout@europarl.europa.eu,baseickhout,Q809726,http://www.europarl.europa.eu/meps/en/96725/_home.html,,,,,,,
