First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage,
Elmar,Brok,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Christlich Demokratische Union Deutschlands,CDU,elmar.brok@europarl.europa.eu,ElmarBrok_MEP,http://www.europarl.europa.eu/meps/en/1263/_home.html,
Klaus,Buchner,Germany,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Ökologisch-Demokratische Partei,ÖDP,klaus.buchner@europarl.europa.eu,Dr_KlausBuchner,http://www.europarl.europa.eu/meps/en/124818/_home.html,
Udo,Bullmann,Germany,-,S&D,AGAINST,FOR,-,AGAINST,NOT PRESENT,NOT PRESENT,FOR,NOT PRESENT,Sozialdemokratische Partei Deutschlands,SPD,udo.bullmann@europarl.europa.eu,UdoBullmann,http://www.europarl.europa.eu/meps/en/4267/_home.html,
Reinhard,Bütikofer,Germany,-,Greens/EFA,AGAINST,FOR,YES,AGAINST,AGAINST,FOR,FOR,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,reinhard.buetikofer@europarl.europa.eu,bueti,http://www.europarl.europa.eu/meps/en/96739/_home.html,
Daniel,Caspary,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,daniel.caspary@europarl.europa.eu,caspary,http://www.europarl.europa.eu/meps/en/28219/_home.html,
Birgit,Collin-Langen,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,birgit.collin-langen@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/112788/_home.html,
Michael,Cramer,Germany,-,Greens/EFA,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Bündnis 90/Die Grünen,B'90/Grüne,michael.cramer@europarl.europa.eu,MepMCramer,http://www.europarl.europa.eu/meps/en/28238/_home.html,
Albert,Dess,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich-Soziale Union in Bayern e.V.,CSU,albert.dess@europarl.europa.eu,albert_dess,http://www.europarl.europa.eu/meps/en/28228/_home.html,
Michael,Detjen,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,michael.detjen@ep.europa.eu,MichaelDetjen,http://www.europarl.europa.eu/meps/en/190799/_home.html,
Stefan,Eck,Germany,-,GUE/NGL,AGAINST,FOR,YES,FOR,AGAINST,AGAINST,AGAINST,AGAINST,Independent,Independent,stefan.eck@europarl.europa.eu,Stefan_Eck_MEP,http://www.europarl.europa.eu/meps/en/124863/_home.html,
Christian,Ehler,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,christian.ehler@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28226/_home.html,
Cornelia,Ernst,Germany,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,DIE LINKE.,DIE LINKE.,cornelia.ernst@europarl.europa.eu,ErnstCornelia,http://www.europarl.europa.eu/meps/en/96852/_home.html,
Ismail,Ertug,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,ismail.ertug@europarl.europa.eu,IsmailErtug,http://www.europarl.europa.eu/meps/en/96842/_home.html,
Markus,Ferber,Germany,-,EPP,FOR,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich-Soziale Union in Bayern e.V.,CSU,markus.ferber@europarl.europa.eu,MarkusFerber,http://www.europarl.europa.eu/meps/en/1917/_home.html,
Knut,Fleckenstein,Germany,-,S&D,ABSTAINED,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,knut.fleckenstein@europarl.europa.eu,knufleckenstein,http://www.europarl.europa.eu/meps/en/96840/_home.html,
Karl-Heinz,Florenz,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Christlich Demokratische Union Deutschlands,CDU,karl-heinz.florenz@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/1038/_home.html,
Romeo,Franz,Germany,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,romeo.franz@europarl.europa.eu,RomeoFranz1,http://www.europarl.europa.eu/meps/en/193273/_home.html,
Michael,Gahler,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,michael.gahler@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/2341/_home.html,
Evelyne,Gebhardt,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,evelyne.gebhardt@europarl.europa.eu,egebhardtmdep,http://www.europarl.europa.eu/meps/en/1913/_home.html,
Stefan,Gehrold,Germany,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Christlich Demokratische Union Deutschlands,CDU,stefan.gehrold@europarl.europa.eu,StefanGehrold,http://www.europarl.europa.eu/meps/en/194391/_home.html,
Jens,Geier,Germany,-,S&D,AGAINST,FOR,-,AGAINST,NOT PRESENT,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,jens.geier@europarl.europa.eu,EuropaJens,http://www.europarl.europa.eu/meps/en/96833/_home.html,
Arne,Gericke,Germany,-,ECR,NOT PRESENT,NOT PRESENT,YES,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Freie Wähler,FW,arne.gericke@europarl.europa.eu,arne_gericke,http://www.europarl.europa.eu/meps/en/124815/_home.html,
Sven,Giegold,Germany,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,sven.giegold@europarl.europa.eu,sven_giegold,http://www.europarl.europa.eu/meps/en/96730/_home.html,
Jens,Gieseke,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,jens.gieseke@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124807/_home.html,
Ingeborg,Grässle,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,ingeborg.graessle@europarl.europa.eu,inge_graessle,http://www.europarl.europa.eu/meps/en/28220/_home.html,
Thomas,Händel,Germany,-,GUE/NGL,AGAINST,FOR,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,DIE LINKE.,DIE LINKE.,thomas.haendel@europarl.europa.eu,thaendel,http://www.europarl.europa.eu/meps/en/96851/_home.html,
Rebecca,Harms,Germany,-,Greens/EFA,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Bündnis 90/Die Grünen,B'90/Grüne,rebecca.harms@europarl.europa.eu,RebHarms,http://www.europarl.europa.eu/meps/en/28233/_home.html,
Martin,Häusling,Germany,-,Greens/EFA,AGAINST,FOR,YES,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Bündnis 90/Die Grünen,B'90/Grüne,martin.haeusling@europarl.europa.eu,MartinHaeusling,http://www.europarl.europa.eu/meps/en/96752/_home.html,
Hans-Olaf,Henkel,Germany,-,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Liberal-Conservative Refomists,LKR,hans-olaf.henkel@europarl.europa.eu,HansOlafHenkel,http://www.europarl.europa.eu/meps/en/124823/_home.html,
Maria,Heubuch,Germany,-,Greens/EFA,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Bündnis 90/Die Grünen,B'90/Grüne,maria.heubuch@europarl.europa.eu,MariaHeubuch,http://www.europarl.europa.eu/meps/en/124848/_home.html,
Nadja,Hirsch,Germany,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Freie Demokratische Partei,FDP,nadja.hirsch@ep.europa.eu,nadjahirsch,http://www.europarl.europa.eu/meps/en/96872/_home.html,
Iris,Hoffmann,Germany,-,S&D,NOT PRESENT,NOT PRESENT,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,iris.hoffmann@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124841/_home.html,
Monika,Hohlmeier,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich-Soziale Union in Bayern e.V.,CSU,monika.hohlmeier@europarl.europa.eu,MHohlmeier,http://www.europarl.europa.eu/meps/en/96780/_home.html,
Peter,Jahr,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,peter.jahr@europarl.europa.eu,peter_jahr,http://www.europarl.europa.eu/meps/en/96772/_home.html,
Petra,Kammerevert,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,petra.kammerevert@europarl.europa.eu,SPDEuropa,http://www.europarl.europa.eu/meps/en/96837/_home.html,
Sylvia-Yvonne,Kaufmann,Germany,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,sylvia-yvonne.kaufmann@europarl.europa.eu,KaufmannSylvia,http://www.europarl.europa.eu/meps/en/1849/_home.html,
Ska,Keller,Germany,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,franziska.keller@europarl.europa.eu,SkaKeller,http://www.europarl.europa.eu/meps/en/96734/_home.html,
Wolf,Klinz,Germany,-,ALDE,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Freie Demokratische Partei,FDP,wolf.klinz@ep.europa.eu,,http://www.europarl.europa.eu/meps/en/28244/_home.html,
Dieter-Lebrecht,Koch,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,dieter-lebrecht.koch@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/1852/_home.html,
Arndt,Kohn,Germany,-,S&D,AGAINST,FOR,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,arndt.kohn@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/186884/_home.html,
Bernd,Kölmel,Germany,-,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Liberal-Conservative Refomists,LKR,bernd.koelmel@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124824/_home.html,
Dietmar,Köster,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,dietmar.koester@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124822/_home.html,
Constanze,Krehl,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,constanze.krehl@europarl.europa.eu,ConstanzeKrehl,http://www.europarl.europa.eu/meps/en/1854/_home.html,
Werner,Kuhn,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,werner.kuhn@europarl.europa.eu,WernerKuhnMdEP,http://www.europarl.europa.eu/meps/en/96767/_home.html,
Bernd,Lange,Germany,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,bernd.lange@europarl.europa.eu,berndlange,http://www.europarl.europa.eu/meps/en/1909/_home.html,
Werner,Langen,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,werner.langen@europarl.europa.eu,langen_werner,http://www.europarl.europa.eu/meps/en/1928/_home.html,
Jo,Leinen,Germany,-,S&D,ABSTAINED,FOR - CORRECTED,-,AGAINST,FOR,NOT PRESENT,FOR,NOT PRESENT,Sozialdemokratische Partei Deutschlands,SPD,jo.leinen@europarl.europa.eu,jo_leinen,http://www.europarl.europa.eu/meps/en/4262/_home.html,
Peter,Liese,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,peter.liese@europarl.europa.eu,peterliese,http://www.europarl.europa.eu/meps/en/1927/_home.html,
Arne,Lietz,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,arne.lietz@europarl.europa.eu,ArneLietz,http://www.europarl.europa.eu/meps/en/124839/_home.html,
Norbert,Lins,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,norbert.lins@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124808/_home.html,
Barbara,Lochbihler,Germany,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,barbara.lochbihler@europarl.europa.eu,blochbihler,http://www.europarl.europa.eu/meps/en/96728/_home.html,
Sabine,Lösing,Germany,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,DIE LINKE.,DIE LINKE.,sabine.loesing@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96854/_home.html,
Bernd,Lucke,Germany,-,ECR,AGAINST,FOR,YES,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,Liberal-Conservative Refomists,LKR,bernd.lucke@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124820/_home.html,
Thomas,Mann,Germany,-,EPP,AGAINST - CORRECTED,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,thomas.mann@europarl.europa.eu,ThomasMannEP,http://www.europarl.europa.eu/meps/en/1922/_home.html,
David,McAllister,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,david.mcallister@europarl.europa.eu,davidmcallister,http://www.europarl.europa.eu/meps/en/124806/_home.html,
Gesine,Meissner,Germany,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Freie Demokratische Partei,FDP,gesine.meissner@europarl.europa.eu,gesine_meissner,http://www.europarl.europa.eu/meps/en/96870/_home.html,
Susanne,Melior,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,susanne.melior@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124838/_home.html,
Jörg,Meuthen,Germany,-,EFDD,AGAINST,FOR,YES,FOR,ABSTAINED,AGAINST,AGAINST,AGAINST,Alternative für Deutschland,AfD,joerg.meuthen@ep.europa.eu,Joerg_Meuthen,http://www.europarl.europa.eu/meps/en/190518/_home.html,
Martina,Michels,Germany,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,DIE LINKE.,DIE LINKE.,martina.michels@europarl.europa.eu,martina_michels,http://www.europarl.europa.eu/meps/en/120478/_home.html,
Ulrike,Müller,Germany,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Freie Wähler,FW,ulrike.mueller@europarl.europa.eu,ulimuellermdep,http://www.europarl.europa.eu/meps/en/124862/_home.html,
Norbert,Neuser,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,norbert.neuser@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96844/_home.html,
Angelika,Niebler,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich-Soziale Union in Bayern e.V.,CSU,angelika.niebler@europarl.europa.eu,ANiebler,http://www.europarl.europa.eu/meps/en/4289/_home.html,
Maria,Noichl,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,maria.noichl@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124836/_home.html,
Markus,Pieper,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,markus.pieper@europarl.europa.eu,markuspiepermep,http://www.europarl.europa.eu/meps/en/28224/_home.html,
Marcus,Pretzell,Germany,-,ENF,AGAINST,FOR,-,FOR,ABSTAINED,AGAINST,AGAINST,AGAINST,Alternative for Deutschland,Die Blauen,marcus.pretzell@europarl.europa.eu,MarcusPretzell,http://www.europarl.europa.eu/meps/en/124830/_home.html,
Gabriele,Preuss,Germany,-,S&D,AGAINST - CORRECTED,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,gabriele.preuss@europarl.europa.eu,gabrielepreuss,http://www.europarl.europa.eu/meps/en/124888/_home.html,
Godelieve,Quisthoudt-Rowohl,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,godelieve.quisthoudt-rowohl@europarl.europa.eu,GQuisthoudt,http://www.europarl.europa.eu/meps/en/1055/_home.html,
Dennis,Radtke,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,dennis.radtke@europarl.europa.eu,radtkemdep,http://www.europarl.europa.eu/meps/en/188945/_home.html,
Julia,Reda,Germany,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Piratenpartei Deutschland,Piratenpartei ,julia.reda@europarl.europa.eu,Senficon,http://www.europarl.europa.eu/meps/en/124816/_home.html,
Terry,Reintke,Germany,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bündnis 90/Die Grünen,B'90/Grüne,terry.reintke@europarl.europa.eu,TerryReintke,http://www.europarl.europa.eu/meps/en/103381/_home.html,
Ulrike,Rodust,Germany,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,NOT PRESENT,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,ulrike.rodust@europarl.europa.eu,UlrikeRodust,http://www.europarl.europa.eu/meps/en/93624/_home.html,
Martin,Schirdewan,Germany,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,DIE LINKE.,DIE LINKE.,martin.schirdewan@ep.europa.eu,schirdewan,http://www.europarl.europa.eu/meps/en/190517/_home.html,
Helmut,Scholz,Germany,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,DIE LINKE.,DIE LINKE.,helmut.scholz@europarl.europa.eu,helmutscholz,http://www.europarl.europa.eu/meps/en/96646/_home.html,
Sven,Schulze,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,sven.schulze@europarl.europa.eu,schulzeeuropa,http://www.europarl.europa.eu/meps/en/124809/_home.html,
Joachim,Schuster,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,joachim.schuster@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124837/_home.html,
Andreas,Schwab,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,andreas.schwab@europarl.europa.eu,Andreas_Schwab,http://www.europarl.europa.eu/meps/en/28223/_home.html,
Peter,Simon,Germany,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,peter.simon@europarl.europa.eu,PeterSimonMEP,http://www.europarl.europa.eu/meps/en/96836/_home.html,
Birgit,Sippel,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,birgit.sippel@europarl.europa.eu,BirgitSippelMEP,http://www.europarl.europa.eu/meps/en/96932/_home.html,
Renate,Sommer,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,renate.sommer@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/4282/_home.html,
Martin,Sonneborn,Germany,-,Non-attached,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Die PARTEI,Die PARTEI,martin.sonneborn@europarl.europa.eu,MartinSonneborn,http://www.europarl.europa.eu/meps/en/124834/_home.html,
Joachim,Starbatty,Germany,-,ECR,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Liberal-Conservative Refomists,LKR,joachim.starbatty@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124827/_home.html,
Ulrike,Trebesius,Germany,-,ECR,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Liberal-Conservative Refomists,LKR,ulrike.trebesius@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124829/_home.html,
Helga,Trüpel,Germany,-,Greens/EFA,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Bündnis 90/Die Grünen,B'90/Grüne,helga.truepel@europarl.europa.eu,HelgaTruepel,http://www.europarl.europa.eu/meps/en/28240/_home.html,
Sabine,Verheyen,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,sabine.verheyen@europarl.europa.eu,sabineverheyen,http://www.europarl.europa.eu/meps/en/96756/_home.html,
Udo,Voigt,Germany,-,Non-attached,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Nationaldemokratische Partei Deutschlands,NPD,udo.voigt@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124832/_home.html,
Axel,Voss,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,axel.voss@europarl.europa.eu,AxelVossMdEP,http://www.europarl.europa.eu/meps/en/96761/_home.html,
Manfred,Weber,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich-Soziale Union in Bayern e.V.,CSU,manfred.weber@europarl.europa.eu,ManfredWeber,http://www.europarl.europa.eu/meps/en/28229/_home.html,
Martina,Werner,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,ABSTAINED,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,martina.werner@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124826/_home.html,
Kerstin,Westphal,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,kerstin.westphal@europarl.europa.eu,WestphalKerstin/media,http://www.europarl.europa.eu/meps/en/96839/_home.html,
Rainer,Wieland,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,rainer.wieland@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/2323/_home.html,
Hermann,Winkler,Germany,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Christlich Demokratische Union Deutschlands,CDU,hermann.winkler@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96764/_home.html,
Babette,Winter,Germany,-,S&D,ABSTAINED,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Sozialdemokratische Partei Deutschlands,SPD,babette.winter@europarl.europa.eu,BabetteWinter9,http://www.europarl.europa.eu/meps/en/195912/_home.html,
Tiemo,Wölken,Germany,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sozialdemokratische Partei Deutschlands,SPD,tiemo.woelken@europarl.europa.eu,woelken,http://www.europarl.europa.eu/meps/en/185619/_home.html,
Joachim,Zeller,Germany,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christlich Demokratische Union Deutschlands,CDU,joachim.zeller@europarl.europa.eu,joachimzeller,http://www.europarl.europa.eu/meps/en/96762/_home.html,
Gabriele,Zimmer,Germany,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,DIE LINKE.,DIE LINKE.,gabriele.zimmer@europarl.europa.eu,GabiZimmerMEP,http://www.europarl.europa.eu/meps/en/28248/_home.html,
Nikos,Androulakis,Greece,-,S&D,NOT PRESENT,ABSTAINED,-,AGAINST,AGAINST,FOR,FOR,FOR,Panhellenic Socialist Movement - Olive Tree,ΠΑΣΟΚ/PASOK,nikos.androulakis@europarl.europa.eu,androulakisnick,http://www.europarl.europa.eu/meps/en/125110/_home.html,
Nikolaos,Chountis,Greece,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Popular Unity,ΛΑΕ/LAE,nikolaos.chountis@europarl.europa.eu,NikosChountis,http://www.europarl.europa.eu/meps/en/26851/_home.html,
Kostas,Chrysogonos,Greece,-,GUE/NGL,FOR,FOR,-,ABSTAINED,NOT PRESENT,ABSTAINED,ABSTAINED,FOR,Coalition of the Radical Left,ΣΥΡΙΖΑ/SYRIZA,kostas.chrysogonos@europarl.europa.eu,Chrysogonos_K,http://www.europarl.europa.eu/meps/en/125061/_home.html,
Georgios,Epitideios,Greece,-,Non-attached,AGAINST - CORRECTED,AGAINST - CORRECTED,-,FOR,AGAINST,AGAINST,AGAINST,AGAINST,Popular Association – Golden Dawn,Golden Dawn,georgios.epitideios@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125071/_home.html,
Lampros,Fountoulis,Greece,-,Non-attached,FOR,FOR,-,FOR,AGAINST,AGAINST,AGAINST,AGAINST,Popular Association – Golden Dawn,Golden Dawn,lampros.fountoulis@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125070/_home.html,
Giorgos,Grammatikakis,Greece,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,The River,The River,giorgos.grammatikakis@europarl.europa.eu,GrammatikakisG,http://www.europarl.europa.eu/meps/en/125112/_home.html,
